,Jurisdiction of Occurrence,MMWR Year,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",Population
33,Arkansas,2020,0.01275068702756478,0.011791040018276461,0.00010227379891377257,0.002161364146525148,0.0004442933212552847,0.0006026848864561597,0.00020720406013699375,0.0008181903913101805,8.766325621180506e-05,0.00021882608274083156,3.3205778868107974e-06,0.0028869104147933073,0.0005575250271955328,0.0013604407602263837,0.0011954080392518871,3011524.0
34,Arkansas,2021,0.013190956229301724,0.012162186764026832,0.00015491123222286033,0.002149889857451876,0.00048724216630780003,0.0005114056704793146,0.00013041672114488668,0.0007934235547824705,6.222929841431141e-05,0.00024726215912495013,6.620138129182066e-06,0.002802304470082768,0.0005921713556553358,0.0017430823694136379,0.0015663246813644766,3021085.0
35,Arkansas,2022,0.008949681993247718,0.00827156123252968,0.00012457962593899016,0.001548205905468717,0.0003398821457016249,0.0003786694698726034,0.00010091278407195246,0.0005538698409160909,8.217653426054761e-05,0.0001991959190475674,7.88894728901257e-05,0.001995574957983138,0.00041318361426203335,0.000768186242267599,0.0005926571650870694,3042231.0
36,California,2014,0.006491493685048661,0.006009253782913333,3.373321617042912e-05,0.0015441107659948038,0.0002175559264079058,0.00033411947444996463,0.00015874302263918527,0.0003381612422860529,6.67150780636367e-05,8.205306882622813e-05,3.028735000248206e-05,0.0015348095182181648,0.00036243775807076264,0.0,0.0,38596972.0
37,California,2015,0.00664247137799445,0.00614961517208791,3.6666795570024136e-05,0.0015317059220215199,0.0002262189686044096,0.0003872239728383068,0.0001577160414918067,0.0003497092415613374,6.649871544164153e-05,9.111454596447484e-05,3.656401548433381e-05,0.0015695803835984053,0.0003856308815101067,0.0,0.0,38918045.0
38,California,2016,0.006653412861610417,0.006142908093031202,3.561661176134051e-05,0.001515710232131714,0.00023067819875534877,0.00039535715636154685,0.00015109613505635353,0.00034717898690373356,6.929282030127466e-05,9.199043166746228e-05,3.722510390540105e-05,0.0015613863026987663,0.00039709330661227886,0.0,0.0,39167117.0
39,California,2017,0.006786488823493438,0.0062607573658109966,3.826365625699579e-05,0.0015113890146770594,0.00024223485973054308,0.00041157567576831,0.00015915241885379922,0.0003509534421499886,7.449471457205289e-05,9.776796100725086e-05,3.661217042917061e-05,0.0015889072186877462,0.0004138115335044425,0.0,0.0,39358497.0
40,California,2018,0.006795088935599855,0.006261126642952129,4.05964402648976e-05,0.0015207700207097595,0.0002401069110548719,0.0004202821234664961,0.000175816543419388,0.00034451223807820407,7.442680715231227e-05,9.903301407941313e-05,3.1727055687672785e-05,0.001580220238475958,0.0004159994777706361,0.0,0.0,39461588.0
41,California,2019,0.00680232544749507,0.006247737567182692,4.062034171046261e-05,0.001506268073046662,0.0002477461214976439,0.00042422315747711793,0.0001418295295610171,0.00033058124823804523,7.74190811790063e-05,0.0001007283239922998,3.6343184234407665e-05,0.0015717414836416569,0.0004240713057324059,0.0,0.0,39512223.0
42,California,2020,0.008262966193498377,0.007587973794371082,4.415979949326504e-05,0.0015412933454293078,0.000300494030801536,0.00048332976421322727,0.00015660794871838322,0.00033140083205054514,7.499072479812763e-05,0.00011356099640593357,3.164026870909196e-05,0.0017183372151044825,0.00046150278428041646,0.0008844100049716448,0.0008267189954389199,39538223.0
43,California,2021,0.008356524877001207,0.007632174196217182,4.541493940274074e-05,0.001500226948963516,0.000287200455658196,0.0004236715941624452,0.0001167561260503462,0.00029014261950654634,7.521377837962212e-05,0.00011761111383533689,5.2833215772512895e-05,0.0016432865227521052,0.00045980740142808105,0.001182749867036826,0.0010872175554138958,39766650.0
44,California,2022,0.005851730142525598,0.005412245262337847,3.370188340652477e-05,0.0011247650654028299,0.00021232443224582858,0.0003186149876048682,8.62696345234804e-05,0.00021599493439901444,5.9575073409401365e-05,9.222457507969802e-05,0.00017769850633920107,0.0012032830100643373,0.00034274276399643967,0.00048057910359509775,0.00038540272608451594,38959247.0
45,Colorado,2014,0.006817441390358799,0.006052222191693203,3.887777071872101e-05,0.0014153003840488244,0.00015495034579721017,0.00026541555009896076,0.0001190631728260831,0.0004680285474984491,5.551297068971221e-05,4.859721339840126e-05,2.7663029165243797e-05,0.0013397877909220779,0.00033195634998292557,0.0,0.0,5350101.0
46,Colorado,2015,0.006738495764612596,0.005962070757783101,5.1920670352728484e-05,0.0014031423563875176,0.00015979824691599473,0.00029317749548996507,9.760352165247899e-05,0.0004694876163697251,6.604749585506098e-05,4.7700969228655146e-05,7.889006449354505e-06,0.001304071112604926,0.00034748321430412636,0.0,0.0,5450623.0
47,Colorado,2016,0.006838153059594184,0.006032082163266817,5.3256643766309845e-05,0.0014373877887029118,0.0001677132951149215,0.00033217703230511904,7.167080533974579e-05,0.00046631156219789264,6.481062749866181e-05,4.946549285413186e-05,1.9858409539979945e-06,0.0013357488380573782,0.000352215972840917,0.0,0.0,5539215.0
48,Colorado,2017,0.00687701191310941,0.006030593998273308,5.541809926611112e-05,0.001397213235837869,0.00018300446284982676,0.00032716279823980714,7.965238061720795e-05,0.00046258966461358347,8.072154008857986e-05,6.379318179185782e-05,0.0,0.0012845951048533603,0.00036030674185233663,0.0,0.0,5611885.0
49,Colorado,2018,0.006853810043317091,0.006013578299600776,5.165791147063924e-05,0.0013826398141580278,0.0001734229885085746,0.0002907953859996869,6.343029265612505e-05,0.0004659754463269907,8.609651911773207e-05,4.427820983197649e-05,5.271215456187678e-06,0.001316925328137555,0.0003594968941119996,0.0,0.0,5691287.0
50,Colorado,2019,0.006932424059724217,0.0060756388207412184,3.681363410303928e-05,0.001398397148263091,0.0001825053275579919,0.0003332328483194923,4.879543010827376e-05,0.00043846427410459515,8.491446734144437e-05,5.608869724189475e-05,0.0,0.0013728707132954175,0.00035580724659022397,0.0,0.0,5758736.0
51,Colorado,2020,0.008358398077909644,0.007384674751814863,4.052850556851274e-05,0.001458853001724713,0.00020489411148525888,0.0003805176356154808,4.5724467820886174e-05,0.00044009800277602945,8.989014696606032e-05,5.3172013715954755e-05,3.4639748349156195e-06,0.0014339123829133207,0.0003942003362133975,0.0008890291413810937,0.0007741983756036409,5773714.0
52,Colorado,2021,0.00837989208924644,0.007308274081139284,5.1469127244336085e-05,0.0013862465600326666,0.00020844141565065015,0.0003043689252322865,3.7618631208484847e-06,0.00039550860902375204,0.00011678875052452341,7.027844284857851e-05,1.7099377822038567e-06,0.0014083047574230964,0.0003597709093756915,0.0010555445929544408,0.0009240503775029642,5848166.0
53,Colorado,2022,0.0058583335695954865,0.005179435696672187,4.252718751142171e-05,0.0010402935708115246,0.0001477350088248184,0.00022612849905671623,2.6985122999215383e-05,0.00029529922573192025,7.634398721929921e-05,5.038361572638315e-05,0.00010742811624371187,0.0010472960394379033,0.0002691680623212876,0.0004686530222142216,0.00032518781133231703,5855078.0
54,Connecticut,2014,0.008455083343441302,0.007852500080678277,0.00012018281140980002,0.0018881498635146129,0.00017999601616236252,0.00025844868472153754,0.0001454990980725125,0.00038892493136782506,0.00010988937617331252,0.00013047624664628752,2.1699674282325003e-05,0.0019802343787383254,0.00036639065422848754,0.0,0.0,3594524.0
55,Connecticut,2015,0.00849148704727634,0.007838317180179542,0.0001502597346842399,0.0018627746700558274,0.00015722911013341614,0.00026567259212259857,0.00015109605973814106,0.00038024912450705607,9.812880632440157e-05,0.0001318605834984146,8.642025556978547e-06,0.002007180129362759,0.0003849882998124959,0.0,0.0,3587122.0
56,Connecticut,2016,0.008506931392586263,0.007811598257307356,0.0001282789023685763,0.0018831007498027606,0.0001757896069495305,0.00029037424740947884,0.0001137462162614609,0.0003957362216860655,0.00010340565114678264,0.00012939680129989289,2.0122180763698245e-05,0.001962471573926237,0.00035437396122735244,0.0,0.0,3578141.0
57,Connecticut,2017,0.008792160293420894,0.008054466225449494,0.00014412459977438205,0.0018705414075572224,0.00016623303352618045,0.00030532026864825396,0.00015895684013951262,0.00041334375508109177,0.00012789309145027687,0.00011753850855386497,3.386228460718491e-05,0.001994796402314165,0.0003931942964718578,0.0,0.0,3573297.0
58,Connecticut,2018,0.008773015410805484,0.008034954305169787,0.00012459681032165576,0.0018277932084938627,0.00018115536242272197,0.0002746729683720097,0.00017639548427560254,0.0004029096855120509,0.00010331735507571006,0.00013803646626646358,3.415912552638652e-05,0.00202378819102231,0.00039282994355344504,0.0,0.0,3571520.0
59,Connecticut,2019,0.00891625274487019,0.008129499813058529,0.0001430459876021201,0.0018394031111660855,0.00019998390031433655,0.00027038496480087014,0.00012088788364022307,0.0003923947777556197,0.00011191244912401162,0.00014360695225938333,5.329164244000553e-05,0.0020556549865410555,0.0003867851311829875,0.0,0.0,3565287.0
60,Connecticut,2020,0.010717859179177492,0.009856780915066901,0.00011342383575563015,0.0018857752643967848,0.00023683118761689032,0.0003061611605726545,9.983516105630037e-05,0.0003463725448869977,0.00012784447013042908,0.00011203723629651486,2.773198918230566e-05,0.0020133424146353907,0.00041570251784276183,0.0017551575953481252,0.0016331368429459803,3605944.0
61,Connecticut,2021,0.009592619161021953,0.008682981406317148,0.00012551504809055037,0.0018289731400567837,0.00020032534165445457,0.0002992411742556168,5.1813055172037356e-05,0.0003266716152290483,0.00013770635518985328,0.00015876406745228558,3.241779387769182e-05,0.0018774612932926475,0.0004034214349223871,0.0008503436701763778,0.0007591859420929538,3609129.0
62,Connecticut,2022,0.006917320143027942,0.006340576699121644,6.31592244047243e-05,0.0013382553206106279,0.00013407484478897616,0.00020831463487873983,6.565235168385817e-05,0.00024404945921299175,0.0001113596851346455,0.00014709450946889742,0.0001315817175098423,0.0013731591025185018,0.0002961281179326767,0.0005592915529523614,0.0004462697829649599,3609924.0
63,Delaware,2014,0.009054281721889957,0.008328266238564183,0.0,0.00214480201868766,2.252042119622043e-05,0.0,0.0,0.0002884758715134903,0.0,1.07240100934383e-05,0.0,0.002069733948033592,0.0002681002523359575,0.0,0.0,932487.0
64,Delaware,2015,0.009056023254133856,0.008346330207000888,0.0,0.0021035811876096945,0.0,4.462141913111473e-05,3.505968646016157e-05,0.00035059686460161573,0.0,0.0,0.0,0.002031336985206937,0.00033147339925970943,0.0,0.0,941252.0
65,Delaware,2016,0.009418065360551616,0.008629801637860264,0.0,0.002240439404333975,2.1076570125437206e-05,9.27369085519237e-05,0.0,0.0004046701464083944,0.0,0.0,0.0,0.0020728806718367495,0.00034670957856344206,0.0,0.0,948921.0
66,Delaware,2017,0.009497054314120793,0.008630645375372456,0.0,0.0021759510379662696,0.0,0.00011391866625279702,0.0,0.0003281693688383327,0.0,0.0,0.0,0.002073528750876599,0.0004943443040144311,0.0,0.0,956823.0
67,Delaware,2018,0.009786851914956204,0.00890542414697782,0.0,0.0021409062237500763,1.1393308399250528e-05,0.000184364445006054,3.417992519775158e-05,0.00036355011346699413,0.0,0.0,0.0,0.002144013489677145,0.0005572363562542531,0.0,0.0,965479.0
68,Delaware,2019,0.009470467176851885,0.00851746419050201,0.0,0.002119610090329895,1.1296371605440333e-05,9.242485858996636e-05,0.0,0.0002803554043895646,0.0,0.0,0.0,0.0020631282323026936,0.0004980672935125964,0.0,0.0,973764.0
69,Delaware,2020,0.011260187403782825,0.010263165337977349,0.0,0.002167790631427105,6.667016853410483e-05,0.0002515283631059409,0.0,0.00029496498805997893,0.0,1.010154068698558e-05,0.0,0.002196074945350665,0.0006949859992646079,0.0010313673041412277,0.0009101488158974007,989948.0
70,Delaware,2021,0.01128460319732092,0.010193674817269497,0.0,0.0022028746463240217,7.106047246206521e-05,0.0001661413863197581,0.0,0.00029425040709643905,0.0,0.0,0.0,0.002156835466982402,0.0007526404970630006,0.0011860092939091167,0.0009998508730930022,999149.0
71,Delaware,2022,0.008061306617026214,0.007357189060007999,0.0,0.001664996074519931,6.024007149805207e-05,0.00016491954000286387,0.0,0.0001678821664699812,0.0,0.0,3.16013489825847e-05,0.001557353979548002,0.0005935128355791688,0.0006033882571362265,0.0003960044044380144,1012615.0
72,District of Columbia,2014,0.008406710874370402,0.007650288074790738,0.0,0.0019688130352332983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022315227500573735,6.794216762691596e-05,0.0,0.0,662328.0
73,District of Columbia,2015,0.008360971276280722,0.007515546342907907,0.0,0.0018522357121705656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020269469943737044,9.771986970684039e-05,0.0,0.0,675400.0
74,District of Columbia,2016,0.008713720172349686,0.007684288036861253,0.0,0.0019174267112851133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022411291674868587,8.311279280855624e-05,0.0,0.0,685815.0
75,District of Columbia,2017,0.008804068463936129,0.0076873706659605755,0.0,0.0019124888833885446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021614434182464968,9.353783101599354e-05,0.0,0.0,694906.0
76,District of Columbia,2018,0.00873355598413221,0.007644534150954961,0.0,0.0018801306256031314,1.5679633723756214e-05,0.0,1.4254212476142012e-05,0.0,0.0,0.0,0.0,0.0021808945088497276,0.0001197353847995929,0.0,0.0,701547.0
77,District of Columbia,2019,0.008447762589815926,0.007297211898281117,0.0,0.00173716151209566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019893758262498422,0.00015586277840988794,0.0,0.0,705749.0
78,District of Columbia,2020,0.010957950532597582,0.00940475240919737,0.0,0.0017489793994590636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022304563153963844,0.00022913660457258046,0.0013443647622707728,0.0012254457649609526,689545.0
79,District of Columbia,2021,0.010210116464063397,0.008454491950046324,0.0,0.0017012087460459068,1.431993893978036e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002142262865391142,0.00016897527948940826,0.0008305564585072609,0.0006114613927286214,698327.0
80,District of Columbia,2022,0.007351050313077748,0.006275249739418885,0.0,0.0013040468056939826,0.0,0.0,0.0,0.0,0.0,0.0,0.00017194549479979002,0.0015535960193857133,0.00014912087159627807,0.0004123648592101159,0.00024041936441032585,657185.0
81,Florida,2014,0.009577590063766787,0.008856383564352375,0.00011322231566996344,0.0021989416358866067,0.0002768328448112057,0.00030036414050229286,0.00014083505665222424,0.0005788094081445796,0.00011609444383782634,0.0001587228724345282,0.00016648265730910514,0.002306167754153488,0.000509324061767686,0.0,0.0,19845911.0
82,Florida,2015,0.009507823280292059,0.008744699526083423,0.00011752165194173974,0.0021602706352928554,0.00026879057404106537,0.00034529098410503574,0.00013276235459355274,0.0005819177376146776,0.00012083699959651725,0.00016096755105957027,0.0001554254773680019,0.002263541240599134,0.0005705366934266355,0.0,0.0,20209042.0
83,Florida,2016,0.009571650624491928,0.008715317653591386,0.00011759297085106021,0.0021163824036090563,0.0002811267599347747,0.0003449684883341127,0.00013597900053445618,0.000581415740779685,0.000116913803527663,0.00015286115971604403,0.00014446859207692132,0.0022332962071367193,0.0005783109758727263,0.0,0.0,20613477.0
84,Florida,2017,0.009721129654511367,0.008839888429537408,0.00011825251687292644,0.0021286884088157895,0.0002932223562799027,0.00032890322865624353,0.00014606260857801564,0.0006031403079230665,0.0001230703886777532,0.00015245463651709272,0.00014305740141262862,0.002227621736768371,0.0006060501116863777,0.0,0.0,20963613.0
85,Florida,2018,0.009685272536650625,0.008820617768036505,0.00011716074468291921,0.0021117176890177265,0.00029212518340787327,0.00031344853308298875,0.00014497994922595063,0.0005826970102168971,0.00013236481078680949,0.0001479925195994769,0.0001414025219073882,0.0022281252911072642,0.0006308039933691443,0.0,0.0,21244317.0
86,Florida,2019,0.009657302349870472,0.008771082353788017,0.00011779639540236479,0.0021051100495364104,0.0002883450896153538,0.0003026855203599895,0.00012622372645684226,0.0005600683163221525,0.00013190402694660057,0.0001528093951425143,0.00013977263992011823,0.0022092644117953394,0.0006542123129638845,0.0,0.0,21477737.0
87,Florida,2020,0.011443628008244148,0.010398971835466004,0.00012651946981424202,0.0021552417573494,0.0003577367027224715,0.0003412543497741941,0.00015289123453148586,0.0005631393208722722,0.00012489444910103158,0.00015298409285795505,0.0001557234134887955,0.002365519437638832,0.000738037978776951,0.0010258523616681386,0.0009149330907007168,21538187.0
88,Florida,2021,0.012103819593684633,0.010994790681681424,0.00013281755924238517,0.002143923894667469,0.0003702111808361271,0.0003044671767099344,0.00013249663314135075,0.0005049542966847187,0.00012960829823204103,0.00015995873807272414,0.00016408493080030947,0.00232630161322674,0.0007261182268832918,0.0017721997764978939,0.001610957334021032,21811875.0
