,Jurisdiction of Occurrence,MMWR Year,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",Population
89,Florida,2022,0.00810128780780572,0.00741808547905582,9.605122393170009e-05,0.001559596018624591,0.00024927039408632987,0.00021047785914934188,9.233077028862055e-05,0.0003680980537354194,9.373728325124818e-05,0.00013030662027956668,0.00023947017473382762,0.0016654928332946845,0.0005534855364869199,0.0006708159404015994,0.000505800209915254,22040323.0
90,Georgia,2014,0.007843033638288324,0.007225885686279847,0.00015307017448013257,0.001708505516585516,0.00022488700520637255,0.0002729635557893603,0.0001574407699876769,0.0004398408388046898,0.00013628311446251906,0.0001799890695379625,0.00013062120664592754,0.0017434702806458707,0.0003999094889403074,0.0,0.0,10067278.0
91,Georgia,2015,0.007872320797072481,0.007228607664803874,0.00015188957608169498,0.0016788415757335083,0.00021633948676060306,0.00036754133513688286,0.00014520879265766183,0.0004528195706083649,0.00014933515889015289,0.00018696368905786904,0.00012094182933801198,0.0017423090182618233,0.0004233455260905716,0.0,0.0,10178447.0
92,Georgia,2016,0.00789127043678393,0.007206638781815764,0.0001531757764837326,0.0016789152281765773,0.00021762996886978992,0.00039410244139667574,0.00013900361972414772,0.00046049802511966253,0.00013473255878290293,0.0001818112987034418,0.0001145420888788368,0.001754532420749979,0.00041487532870182074,0.0,0.0,10301890.0
93,Georgia,2017,0.00800637443769794,0.007314369477240395,0.00015743977376317562,0.0016573922248382135,0.00022660184643522347,0.0004156448450721543,0.00013966896342383,0.00046713216583912324,0.00016012940992264415,0.00018644942091172902,0.0001153661795543465,0.0017634407362686869,0.00041967929931135706,0.0,0.0,10410330.0
94,Georgia,2018,0.008120534317382211,0.007457713161409557,0.00015992570162050117,0.001665282261252381,0.00023432302384966946,0.00043515773897214295,0.0001475578603292072,0.0004760667524741153,0.0001875155014241569,0.00019369942206980392,0.00011216680678796602,0.0018097005926384134,0.000431542523825457,0.0,0.0,10511131.0
95,Georgia,2019,0.00808642549138336,0.007401701900734293,0.00016406994427932276,0.0016772431502446498,0.00022547844236779489,0.00039887268313601145,0.0001259250950065755,0.00044690693777576726,0.000172264023011987,0.00019119517042883192,0.00010916019828917054,0.0018325539069131936,0.000420441005317392,0.0,0.0,10617423.0
96,Georgia,2020,0.009819819214280033,0.009020521834205446,0.000179799901194073,0.001699510488700986,0.0002688596653369316,0.0004579949715774258,0.00015207374820620193,0.0004557544743662847,0.00022115574554971905,0.00020323176786059028,0.0001217336818053329,0.002007858917384279,0.0004547275798111784,0.0009956209482008247,0.0009092684515214283,10711908.0
97,Georgia,2021,0.010379742293885134,0.009506087013772646,0.000171993948032306,0.0016857256304456658,0.0002731559798319527,0.00040871680123806054,0.00012095058280981519,0.0004347933030365069,0.00020454334034809726,0.00021221833910437757,0.00011743672795754227,0.002022685816805732,0.00048186046408405734,0.0015842861890524188,0.0014518693430404497,10814334.0
98,Georgia,2022,0.0067593741672413435,0.006212034037553061,0.00011997253347712837,0.001225894458816986,0.00017645729770253518,0.00028426671718659064,8.081099221155267e-05,0.0003126473165037608,0.00014807669838536505,0.00015360538656403454,0.00011140306680019063,0.001410921223196459,0.00033623638606608406,0.0005823551548198551,0.0004703992192017975,10852484.0
99,Hawaii,2014,0.007768614204779228,0.007197402968318984,0.0,0.00177231011114583,0.0,4.383056517392958e-05,0.00013926808611716335,5.160695576930418e-05,0.0,7.0694459957950934e-06,7.0694459957950934e-06,0.0018352281805084063,0.00042416675974770563,0.0,0.0,1414538.0
100,Hawaii,2015,0.007795776807036592,0.007198049016491661,0.0,0.001715127154281278,0.0,0.00013853220557335456,0.00028620613029621984,4.2192549920818645e-05,0.0,0.0,0.0,0.001843111222374428,0.000499278507396354,0.0,0.0,1422052.0
101,Hawaii,2016,0.007638213201696042,0.007037887751049169,0.0,0.0016587755742494706,1.6111418162051445e-05,0.00016461666382965606,0.0002213568756177503,4.7633758044326016e-05,0.0,0.0,0.0,0.0017512411045708094,0.0004343077939335607,0.0,0.0,1427559.0
102,Hawaii,2017,0.00799287836994425,0.007340670727811777,0.0,0.0016954590481699924,1.40410687219047e-05,0.0001909585346179039,0.00039455403108552205,8.775667951190436e-05,0.0,0.0,0.0,0.0018302533079002775,0.0005068825808607596,0.0,0.0,1424393.0
103,Hawaii,2018,0.008043823952391713,0.0073905756258126004,0.0,0.001678172425177373,3.801229486559486e-05,0.00019710078819197335,0.00026538213267276415,8.165604082238896e-05,0.0,0.0,0.0,0.001818254771070954,0.0005145738434583305,0.0,0.0,1420593.0
104,Hawaii,2019,0.008233795145323871,0.007505621977127876,0.0,0.0017607523843963296,3.6020205216290735e-05,0.00017939474754780093,0.00012359874338923292,9.887899471138634e-05,0.0,7.062785336527595e-06,0.0,0.0017988914252135787,0.0005586663201193328,0.0,0.0,1415872.0
105,Hawaii,2020,0.008393625654603163,0.00772777029158143,0.0,0.0017446922257091635,2.954776120736275e-05,0.00028448309627553906,2.405050330831852e-05,8.177171124828297e-05,0.0,0.0,0.0,0.0018340226665686321,0.0005799607083491666,0.0001930911837039287,0.0001697278376329907,1455271.0
106,Hawaii,2021,0.008778864639314895,0.008095479966793375,0.0,0.0017347457071700092,8.328964040721807e-05,0.00027717700004369295,0.0,0.00010786691134705292,0.0,7.509721676060646e-06,0.0,0.0018385164066937563,0.0006431052562590117,0.0003946017389784594,0.0003440817931576878,1464768.0
107,Hawaii,2022,0.006648127166275039,0.006206500080930082,0.0,0.001294183638728114,4.6046425960137746e-05,0.00019813916625271394,1.3953462412162955e-05,2.9302271065542203e-05,0.0,2.8604597944934054e-05,0.00017651129951386138,0.0013855788175277813,0.00041441783364123974,0.0003188366161179235,0.00019674382001149765,1433336.0
108,Idaho,2014,0.007806943974417452,0.007083511126151975,0.0,0.0017172333966030537,6.130786849707439e-05,4.230242926298133e-05,6.130786849707439e-06,0.0004972068135112732,6.130786849707439e-06,0.0,6.130786849707439e-06,0.001660830157585745,0.0003463894570084703,0.0,0.0,1631112.0
109,Idaho,2015,0.007827703310420766,0.007112404826235767,0.0,0.0016976982651740488,0.00011326064059491514,0.0002337893436878997,2.0592843744530026e-05,0.000500890640491951,0.0,0.0,6.056718748391184e-06,0.001698303937048888,0.0003300911717873195,0.0,0.0,1651059.0
110,Idaho,2016,0.007857915571987303,0.007087578311677505,0.0,0.0016904623212353927,7.727148444465579e-05,0.00028174372020589876,1.4859900854741497e-05,0.0005010758568218833,0.0,0.0,0.0,0.0017534683008594966,0.00036258158085569254,0.0,0.0,1682380.0
111,Idaho,2017,0.00806536590761564,0.007281766765732383,0.0,0.0017488349347825453,8.848965049498898e-05,0.0003347470331224912,4.8320006520290037e-05,0.0005408347717752945,0.0,0.0,0.0,0.0017668821661334972,0.00037258800208416414,0.0,0.0,1717715.0
112,Idaho,2018,0.008062673375468999,0.00727148713308381,0.0,0.0017354684508059245,0.00010282564882984412,0.00034160965555692655,3.827399150888642e-05,0.0005124144833353898,1.8280115347527843e-05,0.0,0.0,0.0017577473413857242,0.000379883647065813,0.0,0.0,1750536.0
113,Idaho,2019,0.00799243452252716,0.007215742012741562,0.0,0.0016143788838122843,0.00011807069132907869,0.0003044097444692834,2.4621376390897925e-05,0.0005489447781697924,2.3502222918584382e-05,0.0,0.0,0.0016927196268742323,0.0003654036087103715,0.0,0.0,1787065.0
114,Idaho,2020,0.009074517727635057,0.00823769809896765,0.0,0.0016595019536666184,0.00015605408279892514,0.0003904070782217012,5.981166936544169e-06,0.0004648997937041149,0.0,0.0,0.0,0.0017666192160756369,0.0004132442610703244,0.0008188761278577743,0.0007242649417706212,1839106.0
115,Idaho,2021,0.009805718180444505,0.008914094407096982,0.0,0.0016573271219734891,0.00020361600593272742,0.00040240952751441654,0.0,0.0004833200982929477,5.894147540157899e-06,5.894147540157899e-06,0.0,0.001826114074259829,0.0003879420744613017,0.0014772877062013935,0.0013058215959422545,1866258.0
116,Idaho,2022,0.006260434899350538,0.005707776384775495,0.0,0.0011497315947049762,9.286681888749589e-05,0.00030080773943993235,0.0,0.000346231726939251,5.047109722146515e-06,0.0,9.185739694306659e-05,0.0012365418819258963,0.0002609355726349749,0.00043001374832688313,0.0002967700516622151,1981332.0
117,Illinois,2014,0.008086542481725901,0.007554740415474633,0.0001368311504379722,0.001899958345275984,0.00020877810248334956,0.0002577517019878081,0.00019092718665763566,0.00043206977565977956,0.00010656220621176168,0.00019100479933513876,8.141569870075602e-05,0.0019244839513669649,0.00041600395141663706,0.0,0.0,12884493.0
118,Illinois,2015,0.008039637565010355,0.007491613015812457,0.00013321499258918697,0.0018706868924301767,0.00021269293913101365,0.00028392757614893266,0.00017380940364088317,0.00041745363702204067,0.0001110513773598126,0.0001909181592565406,7.901134411594511e-05,0.0019299454005171355,0.0004297408342369219,0.0,0.0,12858913.0
119,Illinois,2016,0.0080630850822279,0.0074358097759943875,0.00012511186162628105,0.0018527319508784624,0.00020927376854321198,0.0002988956694213896,0.00016052382246065235,0.0004254895294085805,0.0001121638759467532,0.0001869657932158327,8.611190476023333e-05,0.0018855699145596744,0.00042057553484345844,0.0,0.0,12820527.0
120,Illinois,2017,0.008307569363951061,0.007635911524906666,0.00013451937845943305,0.0018444570973175317,0.0002224773664689751,0.00031051360891624804,0.000182019822162095,0.00043697278028939743,0.00011792943766048029,0.00019164511800299683,8.701893475677112e-05,0.0019231810616748264,0.0004530149400242338,0.0,0.0,12778828.0
121,Illinois,2018,0.008367398091231276,0.007702935871378852,0.0001337727345858559,0.0018311616747246006,0.00021928668007904697,0.000312503168456735,0.00019727941469476984,0.000429377467122521,0.00012504842580851746,0.00020113068613701834,8.700729564426702e-05,0.0019577820480605663,0.0004407740866965216,0.0,0.0,12723071.0
122,Illinois,2019,0.008318378234667299,0.007649019032071239,0.00012744813866925677,0.0018385676375952595,0.00021638563234123966,0.00030847973625890076,0.00016232868188400073,0.0004249586543244258,0.00011142834167243998,0.0001933423775477889,9.422481583349386e-05,0.0019643585558855353,0.0004653632654691066,0.0,0.0,12671821.0
123,Illinois,2020,0.010183096080798544,0.009407916077008499,0.00012487797080790115,0.0018488964065427316,0.0002691900758227819,0.00036401928490503184,0.0001872389074800968,0.00041865339713348864,0.00011348285597168017,0.0002037852386121437,0.00010083896142738019,0.0021153547767540906,0.0005171508966082207,0.001321521126074614,0.0012017943715625387,12812508.0
124,Illinois,2021,0.009412134984703406,0.008587277381338219,0.0001253639927135887,0.0017968578756376702,0.0002579875441584126,0.00031106818864486363,0.00012754966631008964,0.0003732818263738364,0.00011568458107194176,0.00020069167202156697,0.00010342919697727587,0.0019842793865376246,0.0005070762743882144,0.000912284547225225,0.0008227499895399906,12810696.0
125,Illinois,2022,0.006883688188920019,0.0063552552199431485,9.56212039101004e-05,0.0013172080461768135,0.00018852635023211108,0.00022934709810016566,9.626027628376859e-05,0.00028886071289801427,9.18666537147999e-05,0.0001608864700709626,0.00016695765762081023,0.001470904952044009,0.0003706619767275404,0.0005915413658766028,0.000483458250679973,12518144.0
126,Indiana,2014,0.009497328032875296,0.008806662901424463,0.00016258081267353833,0.0020782135037924403,0.00028785296870744006,0.0003413893743732601,0.00016986055055444305,0.0006398586274903528,0.00014802133691172893,0.00022415526224952393,2.4265792936349006e-05,0.002158290620482392,0.0004815243285806756,0.0,0.0,6593644.0
127,Indiana,2015,0.009521637692023905,0.00880573304791976,0.0001778034150966751,0.002038913374478809,0.0003108155017945283,0.0003802723252237826,0.00015268395390003847,0.0006438753457330661,0.0001493548686812071,0.00022531854049272278,3.283688602210936e-05,0.0021315224723844816,0.0004408011473843529,0.0,0.0,6608422.0
128,Indiana,2016,0.009596786641070412,0.008811926616567465,0.00018992195714878304,0.0020113639652328263,0.000302820009453893,0.0004035087930851526,0.00014470244354192993,0.0006439258737615882,0.00017846634703504692,0.00021720439702491777,3.82858548538023e-05,0.0021173283587848854,0.0004583751362614677,0.0,0.0,6634304.0
129,Indiana,2017,0.00988648676089406,0.00902227339481454,0.0001973542514821845,0.0020098893404372855,0.0003211136907678162,0.00041813868807184297,0.0001583039429697279,0.0006647564056774342,0.00017092019648913694,0.000223337725992396,4.415688731793169e-05,0.002188018824651799,0.0004684535086552005,0.0,0.0,6658078.0
130,Indiana,2018,0.009867228676228218,0.009042644631160316,0.00018430297257992947,0.002002091853674193,0.00031573458997890674,0.0004026586823950485,0.00016443887585940222,0.0006995746544281925,0.00016712724985165403,0.0002143231488267413,2.8974697472047258e-05,0.002197596384555172,0.00046852384520521776,0.0,0.0,6695497.0
131,Indiana,2019,0.009837618176116968,0.009014709711612175,0.00017988125460565083,0.0019868634695335966,0.00030777370730215403,0.00038531129186379707,0.00013145739911313046,0.0006991751159610227,0.00017616776875499743,0.00021122307518516554,3.0450583975357903e-05,0.002175805629614842,0.0005013205898382094,0.0,0.0,6732219.0
132,Indiana,2020,0.011840640846224494,0.01086621409564591,0.00017375213837449348,0.0020428771349849267,0.0003707891265057045,0.00042236948989083826,0.00015326736548725465,0.0006870504402899818,0.00016122547869524672,0.00022312191475740723,2.8885003495674913e-05,0.0022982736199747464,0.0004967925856322455,0.001466208672339131,0.001330478630402822,6785528.0
133,Indiana,2021,0.011592204528925197,0.010519240794160424,0.00013659636771037932,0.002044543914118298,0.00037868445226690547,0.00032982667520186113,0.00010197043561623375,0.0006307495003081855,0.00017430342088069884,0.00021142359384603287,3.286529147918901e-05,0.0022553806277593458,0.000506477616902502,0.0014589841895939978,0.0012870282895332409,6815701.0
134,Indiana,2022,0.007962914682074088,0.0072741597445941525,8.373386274995181e-05,0.0014520213017775734,0.0002630590058770339,0.00023553808595222457,7.041256640336856e-05,0.00047385754147131814,0.00012252664881417773,0.0001680532769876655,3.0302289491678363e-05,0.001607777997522239,0.00036406663751596175,0.0007411617956346258,0.0005959450266696745,6831167.0
135,Iowa,2014,0.009482367697428723,0.008804412497788927,1.0291540032482672e-05,0.002101725441008571,0.00033479666168170194,0.00043288790261630246,0.000142473507324682,0.0006306784376155788,2.9588177593387687e-05,1.7366973804814512e-05,8.77997009021178e-05,0.0021464293180246674,0.0004634409120877354,0.0,0.0,3109350.0
136,Iowa,2015,0.009346162719163335,0.00867104993335384,0.0,0.002068594278683482,0.0003412411565672101,0.000427752999077207,0.00011855326566184764,0.0006398672203424587,6.151953245155337e-05,2.4031067363888035e-05,1.1855326566184763e-05,0.002146775351173998,0.00044665743873679894,0.0,0.0,3120960.0
137,Iowa,2016,0.009301995835051164,0.00860773124615384,7.025676612576408e-06,0.0020227561665481348,0.0002679337580887094,0.00044836590745714897,8.686291084639922e-05,0.0006284787078886532,6.291174057625238e-05,2.5867263891758595e-05,2.1077029837729223e-05,0.002177321052024816,0.00044070153297070196,0.0,0.0,3131371.0
138,Iowa,2017,0.009591125399882224,0.008907068166987633,2.514682242841909e-05,0.002037529245117856,0.0002893476150307969,0.0005080294758956566,0.00011650300011140998,0.0006130731645206984,6.971081154207317e-05,3.055816396364852e-05,4.488230332160876e-05,0.002260667504894081,0.0004411834922251755,0.0,0.0,3141550.0
139,Iowa,2018,0.00956356090195762,0.00889564882116535,2.191437640259949e-05,0.0020269210174114483,0.00027821730041561094,0.0004586139061645458,0.00016388142353248314,0.0005897825649221341,6.860152612987666e-05,3.747675964502521e-05,1.6197582558443103e-05,0.002280365544502382,0.00045130911403034604,0.0,0.0,3148618.0
140,Iowa,2019,0.009682511006094952,0.008972225655849157,3.96187723251782e-05,0.001992665772867163,0.0002694076518112118,0.00042661494039751894,0.00013058347358378737,0.0005898442823772532,9.476810340182627e-05,6.68764876849008e-05,4.881032750461955e-05,0.0023587432291518095,0.0004329539439695474,0.0,0.0,3155070.0
141,Iowa,2020,0.011334425578984751,0.010571504424723285,2.7896459625830114e-05,0.00197030500233672,0.00033193652521072014,0.0004642096259084764,0.00011722781910180295,0.0005375553736887489,8.682381254331396e-05,6.300211668305453e-05,6.676343708204287e-05,0.002366183974330242,0.0004366266096492287,0.0015133045738596382,0.0013738222757304875,3190369.0
142,Iowa,2021,0.010573613707067902,0.009805071814826025,3.7756219635106417e-05,0.001937424526565089,0.00032077184946189587,0.00037194556863675085,4.80533704446809e-05,0.0005173538194628631,6.147086998442946e-05,6.0846800238394646e-05,6.0222730492359826e-05,0.0024014203827419753,0.0004331044037481629,0.0010793286257672157,0.0009201908405283375,3204770.0
143,Iowa,2022,0.007575437664670678,0.007025531833698217,1.6891305388232577e-05,0.0014338841462899655,0.000222089385660095,0.0003071715165045258,3.0341789308491854e-05,0.0003919408453973226,4.754589664835837e-05,6.631401374639457e-05,2.0957730759473755e-05,0.001752316533053313,0.0003115507438274009,0.0005605410973280145,0.0004216570308025466,3196911.0
144,Kansas,2014,0.008768563769727372,0.008071436575043743,3.3442798162369954e-05,0.001866935588136426,0.0002078969823908153,0.0002665080719537317,0.00017479895534352132,0.0005681827976452133,1.4825157948267094e-05,0.00012894439703841612,6.067971625337229e-05,0.0018769339504736294,0.00045061584740430446,0.0,0.0,2900475.0
145,Kansas,2015,0.008848711813052615,0.008135410969570071,3.196962816572368e-05,0.001835331664266653,0.000200755514503039,0.0002870391346062287,0.0001595043813859762,0.0005744220286550997,3.678226036271434e-05,0.00013337866374516974,3.712601980535653e-05,0.001878989113482211,0.0004386370488114345,0.0,0.0,2909011.0
146,Kansas,2016,0.008690263030241402,0.00796057775682929,2.7483437793299813e-05,0.0017932943160128127,0.00021746270153948476,0.0002841100381882368,0.00011611752467669171,0.0005565396153143212,4.534767235894469e-05,0.0001030628917248743,4.6034758303777186e-05,0.0018791800591168746,0.00043801728983071576,0.0,0.0,2910844.0
147,Kansas,2017,0.008945177909993338,0.008149294637706372,1.2032792453582644e-05,0.0017822284594106407,0.00029360013586741653,0.0003080394868117157,0.00010245063289050365,0.0006078279159409747,5.3288080865865994e-05,0.00010829513208224379,3.3348024799929044e-05,0.0019025563839464672,0.00043146155797846335,0.0,0.0,2908718.0
148,Kansas,2018,0.009058999594347519,0.008292347319585116,1.580018128990619e-05,0.001807746828886441,0.00025039852522481767,0.0002988295157003997,0.00015078868665801778,0.0006089939440652973,6.25137607557158e-05,0.00011163171563520679,6.697902938112408e-05,0.0019437657808604161,0.0004142395355571058,0.0,0.0,2911359.0
149,Kansas,2019,0.009139076666641495,0.00838426616561071,1.064080287946991e-05,0.0018422319049714517,0.0002948532152730533,0.00027872038510095377,0.0001070945322062778,0.0005945119544271576,5.6293279749453716e-05,0.00013901694084468753,8.684268156470603e-05,0.0020341096085076996,0.0004163643191224839,0.0,0.0,2913314.0
150,Kansas,2020,0.010750609282884257,0.009883657603441938,2.314594197176195e-05,0.0018285294157691942,0.0003553582855664629,0.0003288085285988536,0.000110283605865454,0.0005677563413073373,5.9226380927743814e-05,0.00011368742086130135,4.390921344643076e-05,0.0021090037714270155,0.0004428363309597397,0.0012120985200212398,0.0011110052146445736,2937880.0
151,Kansas,2021,0.010498391911907455,0.0095480654747763,1.0521471268237782e-05,0.0017740558167444803,0.0003091954943666006,0.0002660914023967233,5.7358988526844686e-05,0.0004948485519061512,4.276468967090196e-05,0.0001072511264762303,5.0910344846311854e-06,0.002085966529502884,0.000445295816255741,0.0012744556326526734,0.0011434463452481643,2946356.0
152,Kansas,2022,0.007597273477600029,0.0069945591802266,1.8098502980618552e-05,0.0012969455532148917,0.00023767090706623608,0.00021479166744922773,2.663553268845749e-05,0.0003937278101255319,4.678292279895739e-05,0.0001297628515591519,0.0001748383684165415,0.0015124201830407466,0.00031450417443678653,0.0006781816399907254,0.0005631024795290564,2928419.0
153,Kentucky,2014,0.010268558285717782,0.00944012356068811,0.00017601689399728023,0.002379965879453573,0.00027682451025054885,0.0003461439047977403,0.0002335565221508313,0.0007434844866139945,0.00016650246729472455,0.00022562783323203488,7.113166630005919e-05,0.0022879930879955344,0.0004569190156917815,0.0,0.0,4414349.0
154,Kentucky,2015,0.010380535276287083,0.009481976404752308,0.00018911083114775136,0.002326492506963436,0.00032512602869965855,0.0003788994788945986,0.0002121565955170114,0.0007417572982772613,0.00015793126758934076,0.00022209790563708435,0.00011500288297993482,0.002251480803330158,0.0004561705711915293,0.0,0.0,4425976.0
155,Kentucky,2016,0.010641970067924209,0.009673555523410262,0.00019625152821583253,0.002333838495131565,0.0003348217806299967,0.00037875868993204876,0.00018498565403581916,0.0007737402386833167,0.00017552231972460796,0.00023230232559187522,0.0001315854104225559,0.002341048654606774,0.0004544653644217384,0.0,0.0,4438182.0
156,Kentucky,2017,0.010732507566929934,0.009742450364623154,0.00021449742019123737,0.0022923148381903337,0.0003339870825386073,0.00038048024063241475,0.00019675365454190988,0.000777805828400267,0.00018192974906272488,0.00023269039509750985,0.00011522217440639243,0.0023004006048153434,0.00045325214025750474,0.0,0.0,4452268.0
157,Kentucky,2018,0.0107851042096068,0.009855523897073245,0.00020308651149153592,0.0022666785918348913,0.00033735673266529977,0.00036111740619521455,0.00019837920824504338,0.0007565308789005892,0.00020756965744057646,0.0002281921288061629,0.00013427022117376382,0.0023720325216373436,0.00047745504357281626,0.0,0.0,4461153.0
158,Kentucky,2019,0.010872998090952494,0.00993694032665327,0.00020614758510750452,0.002237854023783746,0.00035812826945929124,0.0003666338158589494,0.00017727349338234914,0.0007793766464107826,0.00020950503763368536,0.00022271101756999673,0.0001369840630681789,0.002389610877967121,0.000498469785053651,0.0,0.0,4467673.0
159,Kentucky,2020,0.012551277942650376,0.01136415084792256,0.00021616410362028268,0.0022999061661365394,0.0003495466767987117,0.00037995168932025047,0.00018642489429264626,0.0007330493164864412,0.00018997584466012523,0.00020884026848735728,0.00015646375056704238,0.002544477872696654,0.000504900755375917,0.0010446452112327213,0.0009394483065961566,4505836.0
160,Kentucky,2021,0.013301763655054094,0.012035866138136949,0.000207850421991636,0.0022710975364639294,0.00038695557285676915,0.0003478177806306845,0.0001503598797386303,0.0007184106606923674,0.00019369890389858845,0.00025384285579404056,0.00012670031042681643,0.0025744707055836364,0.0005236061694427597,0.00190758041544877,0.0016743014843836892,4522483.0
161,Kentucky,2022,0.009013755403197167,0.008201464159944593,0.00015953745202536225,0.0016438331915345579,0.000255569704700823,0.0002409657215750617,0.00010222788188032921,0.0005049437801967776,0.00014471219642799848,0.0001993664969138022,9.337698301623144e-05,0.001837225331715094,0.0003591252214107669,0.001058124959202888,0.0007892789062059184,4519315.0
162,Louisiana,2014,0.009669654240847302,0.00884665912864585,0.00021425435286249198,0.0020719149580330633,0.00027325504902764053,0.00036541672040969736,0.0001716188132978956,0.0004916006910402706,0.0001735567923690136,0.00026550313274316845,0.00010465086984037297,0.0023496919582266457,0.0004918160220481726,0.0,0.0,4644013.0
163,Louisiana,2015,0.009372665944636958,0.008519650441578621,0.00021009178009478999,0.002009806569784343,0.0002583271377696142,0.0004334750809710871,0.00014556359049424733,0.00046627512418996754,0.00018222246232711377,0.0002491088249695367,0.00010161582016829638,0.002280996469600577,0.0004943588213250874,0.0,0.0,4664628.0
164,Louisiana,2016,0.00943388764967236,0.00855105720548894,0.0002139741585054728,0.0019358141652603014,0.00028109492351118556,0.0004645013450873051,0.00014086810235275382,0.0004741205630021365,0.00019430820187959518,0.0002460382182215776,7.994638889215467e-05,0.0023400350780813295,0.000497206685997732,0.0,0.0,4678135.0
165,Louisiana,2017,0.00979925319447775,0.008871527183035867,0.00023658833202014318,0.0020295210852660068,0.0002714877873317118,0.0004650405947038471,0.00015479942448014798,0.000526703435990545,0.00020532869720119216,0.00022566887054229043,9.356479736905211e-05,0.0024018533109520057,0.0005277739714295502,0.0,0.0,4670560.0
166,Louisiana,2018,0.009879627185499465,0.008959823507572393,0.00024229079616884384,0.0019986308102041125,0.0003124671383718659,0.00046440857653620737,0.00015151222506218224,0.0005023939360772927,0.00021374812487525994,0.00024293461582208258,0.00010279653796711798,0.002434925928548895,0.0005390916563119006,0.0,0.0,4659690.0
167,Louisiana,2019,0.00988665017206613,0.008925110469511017,0.00024673065745653606,0.002026762209725791,0.0003140599475907085,0.0004627006488134342,0.00012067645931396401,0.0004654970730043104,0.00022435926392952666,0.00022263838750437211,0.0001133627345070571,0.0024311681696371143,0.0005147571606743598,0.0,0.0,4648794.0
168,Louisiana,2020,0.012360241206228664,0.01116782176485377,0.0002471146519666011,0.0020001043420685106,0.0004038424503468086,0.0005292246890509745,0.00015501023346645176,0.0005146253872840511,0.0002477587388092595,0.00023444761072765282,0.00013139371590231092,0.002662010920707113,0.0005637906829403079,0.0015309944249989856,0.0014096914029649893,4657757.0
169,Louisiana,2021,0.012267153726985704,0.010898046013067977,0.0002297548603430906,0.0019577340988973695,0.0004158284611242143,0.0004483752819743073,0.00012290707347337745,0.00046058033979309214,0.00023360908912797002,0.00023596445116317414,0.0001079184059766241,0.0026846844724899067,0.0005890546326224066,0.0014686752908604458,0.0013489800747078012,4670195.0
170,Louisiana,2022,0.008124963676144589,0.007272418209602083,0.00016845529336347322,0.0014120967068847307,0.00026218722702486103,0.0003290449699162006,6.35804025535288e-05,0.0003401879270647572,0.00015272405974198154,0.00016998471885445155,6.0521551571572086e-05,0.0019242357570066258,0.0004256172652036911,0.0005912321969410616,0.0004516174985503231,4576882.0
171,Maine,2014,0.010226130823223824,0.009481305331101612,0.0,0.002411851669243367,0.00014430524166242646,0.00010522257204551929,2.5554053211054682e-05,0.0006734244610913234,0.0,0.0,0.0,0.002113470518514287,0.0003690305919596426,0.0,0.0,1330513.0
172,Maine,2015,0.010725293654414566,0.009891120878260464,0.0,0.0025025183284623064,0.00010690661932660875,0.000279312364578675,0.00011443525449045444,0.0007536163799009533,8.281498680230255e-06,7.528635163845687e-06,0.0,0.002259343412670091,0.0003726674406103615,0.0,0.0,1328262.0
173,Maine,2016,0.010512146994292119,0.009610783907964819,0.0,0.002435933740799524,0.00018928624812873267,0.00032824639060419116,2.2534077158182463e-05,0.0006782757224612921,8.262494958000236e-06,1.5022718105454974e-05,0.0,0.0021520043686064252,0.00043565882505819425,0.0,0.0,1331317.0
174,Maine,2017,0.010821122543480803,0.00982757535523433,0.0,0.002498853599398177,0.00011314149730408538,0.000348415869181455,5.9942515127992254e-05,0.0007170623372186074,0.0,2.2478443172997097e-05,0.0,0.0020957401851624292,0.0005192520372962329,0.0,0.0,1334612.0
175,Maine,2018,0.010833743447814395,0.009841253957075764,0.0,0.002408411292424445,0.000199394051186768,0.00034576571423023815,7.542621411933921e-05,0.0006840634864684625,1.5682678183228945e-05,7.467941992013783e-06,0.0,0.002187360209460837,0.00045554446151284075,0.0,0.0,1339057.0
176,Maine,2019,0.011024302714155207,0.010016277194371126,0.0,0.0024787756693140667,0.00022020336077940088,0.00029682817888844915,5.802656128646374e-05,0.000755089226996932,8.927163274840575e-06,7.439302729033813e-06,0.0,0.002173020327150777,0.0004061859290052462,0.0,0.0,1344212.0
177,Maine,2020,0.011640837694029254,0.010544210446732469,0.0,0.002519159780938798,0.0002224083373031631,0.00033838364190349237,2.862681569248634e-05,0.0006371301543866191,8.074230067111532e-06,0.0,0.0,0.002262252460621613,0.0004609651347405493,0.00026351350855391274,0.00022901452553989073,1362359.0
